step,best_bid,best_ask,spread,mid_price,ref_price,num_buy_orders,num_sell_orders,total_orders,num_trades,volume_traded,experiment,experiment_label
45,99.99,100.0,0.01,99.995,100.03959309081215,29935,69862,99797,9,35,seller_heavy,Seller-Heavy (70%)
46,99.99,100.0,0.01,99.995,100.04785021008969,29936,69861,99797,0,0,seller_heavy,Seller-Heavy (70%)
47,99.99,100.0,0.01,99.995,100.05863584999844,29932,69863,99795,0,0,seller_heavy,Seller-Heavy (70%)
48,99.99,100.0,0.01,99.995,100.09130716100876,29933,69858,99791,4,11,seller_heavy,Seller-Heavy (70%)
49,99.99,100.0,0.01,99.995,100.09126240408133,29936,69853,99789,0,0,seller_heavy,Seller-Heavy (70%)
50,99.99,100.0,0.01,99.995,100.05049667531051,29932,69853,99785,3,18,seller_heavy,Seller-Heavy (70%)
51,99.99,100.0,0.01,99.995,100.05436985120359,29926,69854,99780,5,20,seller_heavy,Seller-Heavy (70%)
52,99.99,100.0,0.01,99.995,100.04869366514968,29925,69850,99775,4,18,seller_heavy,Seller-Heavy (70%)
53,99.99,100.0,0.01,99.995,100.07878603576,29923,69849,99772,3,11,seller_heavy,Seller-Heavy (70%)
54,99.99,100.0,0.01,99.995,100.1193531657627,29917,69847,99764,7,27,seller_heavy,Seller-Heavy (70%)
55,99.99,100.0,0.01,99.995,100.11273269188075,29908,69847,99755,8,40,seller_heavy,Seller-Heavy (70%)
56,99.99,100.0,0.01,99.995,100.09355073660016,29897,69846,99743,12,48,seller_heavy,Seller-Heavy (70%)
57,99.99,100.0,0.01,99.995,100.11184303095553,29897,69843,99740,2,10,seller_heavy,Seller-Heavy (70%)
58,99.99,100.0,0.01,99.995,100.11702143442099,29892,69843,99735,4,23,seller_heavy,Seller-Heavy (70%)
59,99.99,100.0,0.01,99.995,100.1007673695234,29890,69839,99729,6,32,seller_heavy,Seller-Heavy (70%)
60,99.99,100.0,0.01,99.995,100.09836012671818,29889,69837,99726,2,8,seller_heavy,Seller-Heavy (70%)
61,99.99,100.0,0.01,99.995,100.15589793330561,29887,69834,99721,6,15,seller_heavy,Seller-Heavy (70%)
62,99.99,100.0,0.01,99.995,100.15202230334589,29887,69825,99712,8,45,seller_heavy,Seller-Heavy (70%)
63,99.99,100.0,0.01,99.995,100.11587753509166,29881,69824,99705,7,36,seller_heavy,Seller-Heavy (70%)
64,99.99,100.0,0.01,99.995,100.12369063945019,29881,69823,99704,0,0,seller_heavy,Seller-Heavy (70%)
65,99.99,100.0,0.01,99.995,100.11721205530225,29881,69821,99702,0,0,seller_heavy,Seller-Heavy (70%)
66,99.99,100.0,0.01,99.995,100.1293948782325,29879,69819,99698,2,2,seller_heavy,Seller-Heavy (70%)
67,99.99,100.0,0.01,99.995,100.1079119185238,29873,69815,99688,9,43,seller_heavy,Seller-Heavy (70%)
68,99.99,100.0,0.01,99.995,100.1317863442994,29873,69810,99683,5,21,seller_heavy,Seller-Heavy (70%)
69,99.99,100.0,0.01,99.995,100.11592444759016,29867,69810,99677,6,26,seller_heavy,Seller-Heavy (70%)
70,99.99,100.0,0.01,99.995,100.13545650228164,29865,69811,99676,0,0,seller_heavy,Seller-Heavy (70%)
71,99.99,100.0,0.01,99.995,100.12940804561646,29865,69800,99665,10,54,seller_heavy,Seller-Heavy (70%)
72,99.99,100.0,0.01,99.995,100.09437204866512,29857,69796,99653,10,49,seller_heavy,Seller-Heavy (70%)
73,99.99,100.0,0.01,99.995,100.0597488128956,29851,69794,99645,8,45,seller_heavy,Seller-Heavy (70%)
74,99.99,100.0,0.01,99.995,100.04682026487885,29848,69795,99643,0,0,seller_heavy,Seller-Heavy (70%)
75,99.99,100.0,0.01,99.995,100.10521684819172,29840,69795,99635,9,41,seller_heavy,Seller-Heavy (70%)
76,99.99,100.0,0.01,99.995,100.10750442150714,29839,69795,99634,0,0,seller_heavy,Seller-Heavy (70%)
77,99.99,100.0,0.01,99.995,100.11590911015276,29838,69795,99633,0,0,seller_heavy,Seller-Heavy (70%)
78,99.99,100.0,0.01,99.995,100.09701007155925,29831,69796,99627,6,22,seller_heavy,Seller-Heavy (70%)
79,99.99,100.0,0.01,99.995,100.05771479883745,29825,69794,99619,7,40,seller_heavy,Seller-Heavy (70%)
80,99.99,100.0,0.01,99.995,100.04595828058466,29816,69796,99612,6,33,seller_heavy,Seller-Heavy (70%)
81,99.99,100.0,0.01,99.995,100.06009078332376,29814,69799,99613,0,0,seller_heavy,Seller-Heavy (70%)
82,99.99,100.0,0.01,99.995,100.08520051799563,29805,69799,99604,9,48,seller_heavy,Seller-Heavy (70%)
83,99.99,100.0,0.01,99.995,100.09842818114156,29805,69792,99597,6,28,seller_heavy,Seller-Heavy (70%)
84,99.99,100.0,0.01,99.995,100.07291294008945,29804,69782,99586,11,46,seller_heavy,Seller-Heavy (70%)
85,99.99,100.0,0.01,99.995,100.0629452543541,29796,69781,99577,8,33,seller_heavy,Seller-Heavy (70%)
86,99.99,100.0,0.01,99.995,100.070727529411,29797,69771,99568,9,37,seller_heavy,Seller-Heavy (70%)
87,99.99,100.0,0.01,99.995,100.10927768403707,29790,69768,99558,8,43,seller_heavy,Seller-Heavy (70%)
88,99.99,100.0,0.01,99.995,100.0921111176952,29790,69766,99556,0,0,seller_heavy,Seller-Heavy (70%)
89,99.99,100.0,0.01,99.995,100.08596316925511,29790,69764,99554,0,0,seller_heavy,Seller-Heavy (70%)
90,99.99,100.0,0.01,99.995,100.07428199852758,29788,69764,99552,2,6,seller_heavy,Seller-Heavy (70%)
91,99.99,100.0,0.01,99.995,100.06693665122945,29788,69762,99550,1,6,seller_heavy,Seller-Heavy (70%)
92,99.99,100.0,0.01,99.995,100.04213232153565,29786,69762,99548,0,0,seller_heavy,Seller-Heavy (70%)
93,99.99,100.0,0.01,99.995,100.0451793049086,29784,69763,99547,0,0,seller_heavy,Seller-Heavy (70%)
94,99.99,100.0,0.01,99.995,100.07449292666925,29784,69760,99544,2,10,seller_heavy,Seller-Heavy (70%)
95,99.99,100.0,0.01,99.995,100.08954857506777,29784,69759,99543,0,0,seller_heavy,Seller-Heavy (70%)
96,99.99,100.0,0.01,99.995,100.10750824515247,29785,69752,99537,6,34,seller_heavy,Seller-Heavy (70%)
97,99.99,100.0,0.01,99.995,100.07739712222255,29780,69750,99530,6,34,seller_heavy,Seller-Heavy (70%)
98,99.99,100.0,0.01,99.995,100.08888190593873,29769,69753,99522,9,41,seller_heavy,Seller-Heavy (70%)
99,99.99,100.0,0.01,99.995,100.07584245851358,29756,69754,99510,11,50,seller_heavy,Seller-Heavy (70%)
100,99.99,100.0,0.01,99.995,100.09285859626236,29758,69753,99511,0,0,seller_heavy,Seller-Heavy (70%)
101,99.99,100.0,0.01,99.995,100.06468539513368,29753,69752,99505,6,18,seller_heavy,Seller-Heavy (70%)
102,99.98,100.0,0.02,99.99000000000001,100.07465035403915,29748,69751,99499,8,32,seller_heavy,Seller-Heavy (70%)
103,99.98,100.0,0.02,99.99000000000001,100.03397860563076,29748,69749,99497,0,0,seller_heavy,Seller-Heavy (70%)
104,99.98,100.0,0.02,99.99000000000001,100.04761681539732,29735,69749,99484,12,37,seller_heavy,Seller-Heavy (70%)
105,99.98,100.0,0.02,99.99000000000001,100.03885813855787,29733,69749,99482,0,0,seller_heavy,Seller-Heavy (70%)
106,99.98,100.0,0.02,99.99000000000001,100.02806910991951,29734,69747,99481,0,0,seller_heavy,Seller-Heavy (70%)
107,99.98,100.0,0.02,99.99000000000001,100.0204838612411,29723,69748,99471,10,48,seller_heavy,Seller-Heavy (70%)
108,99.98,100.0,0.02,99.99000000000001,99.9876799314623,29718,69747,99465,5,24,seller_heavy,Seller-Heavy (70%)
109,99.99,100.0,0.01,99.995,100.02911062195173,29718,69747,99465,0,0,seller_heavy,Seller-Heavy (70%)
110,99.99,100.0,0.01,99.995,100.03593686962418,29718,69746,99464,0,0,seller_heavy,Seller-Heavy (70%)
111,99.99,100.0,0.01,99.995,100.01554675870707,29719,69743,99462,0,0,seller_heavy,Seller-Heavy (70%)
112,99.99,100.0,0.01,99.995,100.03693594074119,29720,69738,99458,3,13,seller_heavy,Seller-Heavy (70%)
113,99.99,100.0,0.01,99.995,100.03183641339716,29720,69737,99457,0,0,seller_heavy,Seller-Heavy (70%)
114,99.99,100.0,0.01,99.995,100.03988701188116,29717,69734,99451,7,35,seller_heavy,Seller-Heavy (70%)
115,99.99,100.0,0.01,99.995,100.03639833819891,29718,69731,99449,0,0,seller_heavy,Seller-Heavy (70%)
116,99.99,100.0,0.01,99.995,100.03509148598873,29718,69728,99446,1,1,seller_heavy,Seller-Heavy (70%)
117,99.99,100.0,0.01,99.995,100.00641169466472,29718,69718,99436,9,41,seller_heavy,Seller-Heavy (70%)
118,99.99,100.0,0.01,99.995,100.02788965584583,29718,69717,99435,0,0,seller_heavy,Seller-Heavy (70%)
119,99.98,100.0,0.02,99.99000000000001,100.0386473012543,29714,69719,99433,3,20,seller_heavy,Seller-Heavy (70%)
120,99.98,100.0,0.02,99.99000000000001,100.05886129526549,29716,69715,99431,0,0,seller_heavy,Seller-Heavy (70%)
121,99.98,100.0,0.02,99.99000000000001,100.05735879635537,29715,69712,99427,4,20,seller_heavy,Seller-Heavy (70%)
122,99.98,100.0,0.02,99.99000000000001,100.04703245086732,29716,69710,99426,0,0,seller_heavy,Seller-Heavy (70%)
123,99.98,100.0,0.02,99.99000000000001,100.00869919801785,29713,69712,99425,0,0,seller_heavy,Seller-Heavy (70%)
124,99.98,100.0,0.02,99.99000000000001,100.00828046609509,29705,69711,99416,8,40,seller_heavy,Seller-Heavy (70%)
125,99.98,100.0,0.02,99.99000000000001,100.01989172246378,29706,69708,99414,0,0,seller_heavy,Seller-Heavy (70%)
126,99.98,100.0,0.02,99.99000000000001,100.0241137682122,29705,69707,99412,0,0,seller_heavy,Seller-Heavy (70%)
127,99.98,100.0,0.02,99.99000000000001,100.01159723114509,29694,69707,99401,11,58,seller_heavy,Seller-Heavy (70%)
128,99.98,100.0,0.02,99.99000000000001,100.01071965617578,29696,69705,99401,0,0,seller_heavy,Seller-Heavy (70%)
129,99.98,100.0,0.02,99.99000000000001,100.03169818015532,29692,69704,99396,5,23,seller_heavy,Seller-Heavy (70%)
130,99.98,100.0,0.02,99.99000000000001,100.00933394024867,29688,69703,99391,4,12,seller_heavy,Seller-Heavy (70%)
131,99.98,100.0,0.02,99.99000000000001,100.04958634876867,29683,69703,99386,4,19,seller_heavy,Seller-Heavy (70%)
132,99.98,100.0,0.02,99.99000000000001,100.07506993169001,29681,69703,99384,0,0,seller_heavy,Seller-Heavy (70%)
133,99.98,100.0,0.02,99.99000000000001,100.06574341714771,29681,69702,99383,0,0,seller_heavy,Seller-Heavy (70%)
134,99.98,100.0,0.02,99.99000000000001,100.07133409073107,29681,69694,99375,7,29,seller_heavy,Seller-Heavy (70%)
135,99.98,100.0,0.02,99.99000000000001,100.08762109360099,29680,69688,99368,5,28,seller_heavy,Seller-Heavy (70%)
136,99.98,100.0,0.02,99.99000000000001,100.09093774894637,29679,69688,99367,1,1,seller_heavy,Seller-Heavy (70%)
137,99.98,100.0,0.02,99.99000000000001,100.04634539132334,29675,69690,99365,0,0,seller_heavy,Seller-Heavy (70%)
138,99.98,100.0,0.02,99.99000000000001,100.03658233418173,29667,69691,99358,5,23,seller_heavy,Seller-Heavy (70%)
139,99.98,100.0,0.02,99.99000000000001,100.04449830731409,29666,69685,99351,8,36,seller_heavy,Seller-Heavy (70%)
140,99.98,100.0,0.02,99.99000000000001,100.06187624146553,29665,69684,99349,0,0,seller_heavy,Seller-Heavy (70%)
141,99.98,100.0,0.02,99.99000000000001,100.07550605373109,29663,69682,99345,3,24,seller_heavy,Seller-Heavy (70%)
142,99.98,100.0,0.02,99.99000000000001,100.0642729719111,29663,69680,99343,2,10,seller_heavy,Seller-Heavy (70%)
143,99.98,100.0,0.02,99.99000000000001,100.06550979925015,29662,69671,99333,9,50,seller_heavy,Seller-Heavy (70%)
144,99.98,100.0,0.02,99.99000000000001,100.06581951717436,29661,69671,99332,0,0,seller_heavy,Seller-Heavy (70%)
145,99.98,100.0,0.02,99.99000000000001,100.03495290429417,29651,69672,99323,8,48,seller_heavy,Seller-Heavy (70%)
146,99.98,100.0,0.02,99.99000000000001,100.02183556842974,29650,69672,99322,0,0,seller_heavy,Seller-Heavy (70%)
147,99.98,100.0,0.02,99.99000000000001,100.04256586301425,29650,69670,99320,0,0,seller_heavy,Seller-Heavy (70%)
148,99.98,100.0,0.02,99.99000000000001,100.02853615327027,29639,69670,99309,12,49,seller_heavy,Seller-Heavy (70%)
149,99.98,100.0,0.02,99.99000000000001,100.04461063541962,29632,69670,99302,8,24,seller_heavy,Seller-Heavy (70%)
150,99.98,100.0,0.02,99.99000000000001,100.04663044329794,29631,69662,99293,8,43,seller_heavy,Seller-Heavy (70%)
151,99.98,100.0,0.02,99.99000000000001,100.01903333860277,29630,69661,99291,0,0,seller_heavy,Seller-Heavy (70%)
152,99.98,100.0,0.02,99.99000000000001,100.04524285587902,29630,69661,99291,0,0,seller_heavy,Seller-Heavy (70%)
153,99.98,100.0,0.02,99.99000000000001,100.06069594727133,29630,69661,99291,0,0,seller_heavy,Seller-Heavy (70%)
154,99.98,100.0,0.02,99.99000000000001,100.03880352700904,29630,69657,99287,5,29,seller_heavy,Seller-Heavy (70%)
155,99.98,100.0,0.02,99.99000000000001,100.04187393826561,29631,69655,99286,0,0,seller_heavy,Seller-Heavy (70%)
156,99.98,100.0,0.02,99.99000000000001,100.01556284420413,29630,69654,99284,0,0,seller_heavy,Seller-Heavy (70%)
157,99.98,100.0,0.02,99.99000000000001,100.00303875210128,29620,69654,99274,9,48,seller_heavy,Seller-Heavy (70%)
158,99.98,100.0,0.02,99.99000000000001,99.98083516842706,29620,69652,99272,0,0,seller_heavy,Seller-Heavy (70%)
159,99.98,100.0,0.02,99.99000000000001,99.96955700092757,29621,69647,99268,4,11,seller_heavy,Seller-Heavy (70%)
160,99.98,100.0,0.02,99.99000000000001,99.94503571799204,29612,69646,99258,11,48,seller_heavy,Seller-Heavy (70%)
161,99.98,100.0,0.02,99.99000000000001,99.93785929433724,29614,69643,99257,0,0,seller_heavy,Seller-Heavy (70%)
162,99.98,100.0,0.02,99.99000000000001,99.92342471081005,29615,69641,99256,0,0,seller_heavy,Seller-Heavy (70%)
163,99.98,100.0,0.02,99.99000000000001,99.91776936028074,29611,69640,99251,2,9,seller_heavy,Seller-Heavy (70%)
164,99.98,100.0,0.02,99.99000000000001,99.92628276972471,29603,69638,99241,10,53,seller_heavy,Seller-Heavy (70%)
165,99.98,100.0,0.02,99.99000000000001,99.94107794860844,29602,69637,99239,0,0,seller_heavy,Seller-Heavy (70%)
166,99.98,99.99,0.01,99.985,99.98465459168318,29601,69637,99238,0,0,seller_heavy,Seller-Heavy (70%)
167,99.98,100.0,0.02,99.99000000000001,100.02425403702435,29601,69634,99235,3,10,seller_heavy,Seller-Heavy (70%)
168,99.98,100.0,0.02,99.99000000000001,100.03159178524814,29597,69631,99228,7,40,seller_heavy,Seller-Heavy (70%)
169,99.98,100.0,0.02,99.99000000000001,100.03067639835746,29593,69626,99219,9,36,seller_heavy,Seller-Heavy (70%)
170,99.98,100.0,0.02,99.99000000000001,100.01989012844035,29588,69624,99212,7,41,seller_heavy,Seller-Heavy (70%)
171,99.98,100.0,0.02,99.99000000000001,99.99079315614995,29589,69622,99211,0,0,seller_heavy,Seller-Heavy (70%)
172,99.98,100.0,0.02,99.99000000000001,100.00203807326837,29589,69620,99209,0,0,seller_heavy,Seller-Heavy (70%)
173,99.98,100.0,0.02,99.99000000000001,99.99087635896706,29581,69618,99199,10,30,seller_heavy,Seller-Heavy (70%)
174,99.98,100.0,0.02,99.99000000000001,99.99268323931084,29579,69617,99196,3,14,seller_heavy,Seller-Heavy (70%)
175,99.98,100.0,0.02,99.99000000000001,99.95554789644817,29572,69615,99187,7,37,seller_heavy,Seller-Heavy (70%)
176,99.98,100.0,0.02,99.99000000000001,99.957083615544,29571,69613,99184,2,10,seller_heavy,Seller-Heavy (70%)
177,99.98,100.01,0.03,99.995,99.95052000967428,29569,69604,99173,12,51,seller_heavy,Seller-Heavy (70%)
178,99.98,100.0,0.02,99.99000000000001,99.96388217301929,29568,69603,99171,0,0,seller_heavy,Seller-Heavy (70%)
179,99.98,100.01,0.03,99.995,99.98413890720298,29568,69599,99167,4,19,seller_heavy,Seller-Heavy (70%)
180,99.98,100.01,0.03,99.995,99.96295742035952,29563,69597,99160,6,28,seller_heavy,Seller-Heavy (70%)
181,99.97,99.99,0.02,99.97999999999999,99.94697500283925,29553,69598,99151,8,48,seller_heavy,Seller-Heavy (70%)
182,99.97,100.01,0.04,99.99000000000001,99.96202939842945,29550,69596,99146,4,18,seller_heavy,Seller-Heavy (70%)
183,99.97,100.01,0.04,99.99000000000001,99.96117132308393,29543,69596,99139,7,38,seller_heavy,Seller-Heavy (70%)
184,99.97,100.01,0.04,99.99000000000001,99.95935013797077,29537,69595,99132,7,38,seller_heavy,Seller-Heavy (70%)
185,99.97,100.01,0.04,99.99000000000001,99.95892198622347,29537,69595,99132,0,0,seller_heavy,Seller-Heavy (70%)
186,99.97,100.01,0.04,99.99000000000001,99.94907263048387,29539,69592,99131,0,0,seller_heavy,Seller-Heavy (70%)
187,99.97,100.01,0.04,99.99000000000001,99.9677245387822,29539,69585,99124,7,29,seller_heavy,Seller-Heavy (70%)
188,99.97,100.01,0.04,99.99000000000001,99.96427871339057,29533,69586,99119,5,15,seller_heavy,Seller-Heavy (70%)
189,99.97,100.01,0.04,99.99000000000001,99.96322281835103,29534,69583,99117,0,0,seller_heavy,Seller-Heavy (70%)
190,99.97,99.99,0.02,99.97999999999999,99.97473607386065,29534,69581,99115,0,0,seller_heavy,Seller-Heavy (70%)
191,99.97,99.99,0.02,99.97999999999999,99.95412912657258,29533,69581,99114,0,0,seller_heavy,Seller-Heavy (70%)
192,99.97,99.99,0.02,99.97999999999999,99.90797319991742,29532,69580,99112,0,0,seller_heavy,Seller-Heavy (70%)
193,99.97,99.99,0.02,99.97999999999999,99.91096990165923,29530,69578,99108,3,15,seller_heavy,Seller-Heavy (70%)
194,99.97,99.99,0.02,99.97999999999999,99.92470744098239,29526,69576,99102,6,29,seller_heavy,Seller-Heavy (70%)
195,99.97,99.99,0.02,99.97999999999999,99.94314131023671,29521,69577,99098,1,2,seller_heavy,Seller-Heavy (70%)
196,99.97,100.01,0.04,99.99000000000001,99.95797293230893,29520,69575,99095,3,21,seller_heavy,Seller-Heavy (70%)
197,99.97,99.98,0.01,99.975,99.94633019718084,29520,69573,99093,0,0,seller_heavy,Seller-Heavy (70%)
198,99.97,99.98,0.01,99.975,99.92808917588366,29511,69573,99084,9,36,seller_heavy,Seller-Heavy (70%)
199,99.97,100.0,0.03,99.985,99.9741545384829,29509,69572,99081,2,11,seller_heavy,Seller-Heavy (70%)
200,99.97,100.01,0.04,99.99000000000001,99.97796110391921,29508,69562,99070,11,49,seller_heavy,Seller-Heavy (70%)
201,99.97,100.01,0.04,99.99000000000001,99.95339332584075,29507,69562,99069,0,0,seller_heavy,Seller-Heavy (70%)
202,100.0,100.01,0.01,100.005,100.00133957025689,29508,69561,99069,0,0,seller_heavy,Seller-Heavy (70%)
203,99.97,100.01,0.04,99.99000000000001,100.01112922946703,29501,69562,99063,7,47,seller_heavy,Seller-Heavy (70%)
204,99.97,100.01,0.04,99.99000000000001,99.97360878597692,29497,69563,99060,4,23,seller_heavy,Seller-Heavy (70%)
205,99.97,100.01,0.04,99.99000000000001,99.97809627569835,29495,69554,99049,10,42,seller_heavy,Seller-Heavy (70%)
206,99.97,100.01,0.04,99.99000000000001,100.01108274147933,29496,69553,99049,0,0,seller_heavy,Seller-Heavy (70%)
207,99.97,100.01,0.04,99.99000000000001,100.01604936686618,29495,69552,99047,0,0,seller_heavy,Seller-Heavy (70%)
208,99.97,100.01,0.04,99.99000000000001,100.012860386822,29494,69551,99045,0,0,seller_heavy,Seller-Heavy (70%)
209,99.97,100.01,0.04,99.99000000000001,100.03172954596623,29495,69549,99044,0,0,seller_heavy,Seller-Heavy (70%)
210,99.97,100.01,0.04,99.99000000000001,100.05154497382199,29481,69550,99031,12,48,seller_heavy,Seller-Heavy (70%)
211,99.97,100.01,0.04,99.99000000000001,100.03402653161095,29470,69550,99020,11,47,seller_heavy,Seller-Heavy (70%)
212,99.97,100.01,0.04,99.99000000000001,100.0720797355628,29470,69543,99013,6,39,seller_heavy,Seller-Heavy (70%)
213,99.97,100.01,0.04,99.99000000000001,100.10058827182607,29469,69543,99012,1,5,seller_heavy,Seller-Heavy (70%)
214,99.97,100.01,0.04,99.99000000000001,100.10961756239982,29464,69543,99007,3,21,seller_heavy,Seller-Heavy (70%)
215,99.97,100.01,0.04,99.99000000000001,100.09377681777127,29458,69542,99000,7,43,seller_heavy,Seller-Heavy (70%)
216,99.97,100.01,0.04,99.99000000000001,100.05628718718671,29453,69539,98992,6,23,seller_heavy,Seller-Heavy (70%)
217,99.97,100.01,0.04,99.99000000000001,100.06712607624299,29450,69541,98991,0,0,seller_heavy,Seller-Heavy (70%)
218,99.97,100.01,0.04,99.99000000000001,100.06966801501568,29443,69542,98985,6,32,seller_heavy,Seller-Heavy (70%)
219,99.97,100.01,0.04,99.99000000000001,100.0694083098121,29437,69540,98977,8,47,seller_heavy,Seller-Heavy (70%)
220,99.97,100.01,0.04,99.99000000000001,100.0630889244232,29427,69542,98969,8,45,seller_heavy,Seller-Heavy (70%)
221,99.97,100.01,0.04,99.99000000000001,100.07291102172996,29419,69540,98959,10,23,seller_heavy,Seller-Heavy (70%)
222,99.97,100.01,0.04,99.99000000000001,100.07876605851737,29420,69531,98951,8,39,seller_heavy,Seller-Heavy (70%)
223,99.97,100.01,0.04,99.99000000000001,100.11087451961626,29420,69529,98949,0,0,seller_heavy,Seller-Heavy (70%)
224,99.97,100.01,0.04,99.99000000000001,100.13211522564589,29413,69530,98943,8,35,seller_heavy,Seller-Heavy (70%)
225,99.97,100.01,0.04,99.99000000000001,100.14462952389479,29406,69528,98934,9,38,seller_heavy,Seller-Heavy (70%)
226,99.97,100.01,0.04,99.99000000000001,100.11503224634998,29406,69523,98929,6,36,seller_heavy,Seller-Heavy (70%)
227,99.97,100.01,0.04,99.99000000000001,100.11384333268595,29404,69521,98925,2,6,seller_heavy,Seller-Heavy (70%)
